id,fullname,shortname,student_count
2,Aula de Examen para beneficiarios ,AEB,8
12,Aula Base Ingles,ABI-MTIC,1
14,Aula Base Fundamentos de Programación,ABFP-MTIC,1
15,Aula Base Habilidades Personales e Inserción Laboral,AB-HPIL,1
18,Aula Base Ingles - Ciclo 2,ABI-MTIC-C2,1
23,Aula Base Ingles - Ciclo 3,ABI-MTIC-C3,1
25,AULA BASE INGLES - CICLO 4,ABI-MTIC-C4,1
27,AULA BASE DESARROLLO DE APLICACIONES WEB,ABDAW-MTIC,1
28,AULA BASE DESARROLLO DE APLICACIONES MÓVILES,ABDAM-MTIC,1
29,Aula Base Ingles,ABI-MTIC-2022,1
31,Aula Base Fundamentos de Programación,ABFP-MTIC-2022,5
32,Aula Base Ingles - Ciclo 2,ABI-MTIC-C2-2022,1
33,Aula Base Java,ABJ-MTIC-2022,4
34,Aula Base Ingles - Ciclo 3,ABI-MTIC-C3-2022,1
35,AULA BASE DESARROLLO DE SOFTWARE – CICLO 3,AB-DS-C3-2022,4
37,AULA BASE DESARROLLO DE APLICACIONES WEB,ABDAW-MTIC-2022,4
38,AULA BASE INGLES - CICLO 4,ABI-MTIC-C4-2022,1
39,Aula Base Habilidades Personales e Inserción Laboral,AB-HPIL-2022,2
40,Aula Base Habilidades Personales e Inserción Laboral - Ciclo 2,AB-HPIL-C2-2022,2
41,AULA BASE HABILIDADES PERSONALES E INSERCIÓN LABORAL - CICLO 3,AB-HPIL-C3-2022,2
45,Aula Prueba - Examen Suficiencia,AP-ES,23
71,Pruebas de Suficiencia - Grupo 1,PS-G1,900
72,Pruebas de Suficiencia - Grupo 2,PS-G2,900
73,Pruebas de Suficiencia - Grupo 3,PS-G3,900
74,Pruebas de Suficiencia - Grupo 4,PS-G4,900
75,Pruebas de Suficiencia - Grupo 5,PS-G5,900
76,Pruebas de Suficiencia - Grupo 6,PS-G6,758
127,AULA BASE DESARROLLO DE APLICACIONES MÓVILES,ABDAM-MTIC-2022,2
128,AULA BASE HABILIDADES PERSONALES E INSERCIÓN LABORAL - CICLO 4,AB-HPIL-C4-2022,2
129,Inglés - Ciclo 1 - Grupo 1,IN-C1-P1-1,72
130,Inglés - Ciclo 1 - Grupo 2,IN-C1-P1-2,72
131,Inglés - Ciclo 1 - Grupo 3,IN-C1-P1-3,72
132,Inglés - Ciclo 1 - Grupo 4,IN-C1-P1-4,72
133,Inglés - Ciclo 1 - Grupo 5,IN-C1-P1-5,71
134,Inglés - Ciclo 1 - Grupo 6,IN-C1-P1-6,72
135,Inglés - Ciclo 1 - Grupo 7,IN-C1-P1-7,61
136,Inglés - Ciclo 1 - Grupo 8,IN-C1-P1-8,61
137,Inglés - Ciclo 1 - Grupo 9,IN-C1-P1-9,64
138,Inglés - Ciclo 1 - Grupo 10,IN-C1-P1-10,65
139,Inglés - Ciclo 1 - Grupo 11,IN-C1-P1-11,67
140,Inglés - Ciclo 1 - Grupo 12,IN-C1-P1-12,73
141,Inglés - Ciclo 1 - Grupo 13,IN-C1-P1-13,64
142,Inglés - Ciclo 1 - Grupo 14,IN-C1-P1-14,72
143,Inglés - Ciclo 1 - Grupo 15,IN-C1-P1-15,72
144,Inglés - Ciclo 1 - Grupo 16,IN-C1-P1-16,72
145,Inglés - Ciclo 1 - Grupo 17,IN-C1-P1-17,72
146,Inglés - Ciclo 1 - Grupo 18,IN-C1-P1-18,72
147,Inglés - Ciclo 1 - Grupo 19,IN-C1-P1-19,73
148,Inglés - Ciclo 1 - Grupo 20,IN-C1-P1-20,72
149,Inglés - Ciclo 1 - Grupo 21,IN-C1-P1-21,72
150,Inglés - Ciclo 1 - Grupo 22,IN-C1-P1-22,72
151,Inglés - Ciclo 1 - Grupo 23,IN-C1-P1-23,72
152,Inglés - Ciclo 1 - Grupo 24,IN-C1-P1-24,71
153,Inglés - Ciclo 1 - Grupo 25,IN-C1-P1-25,63
154,Inglés - Ciclo 1 - Grupo 26,IN-C1-P1-26,72
155,Inglés - Ciclo 1 - Grupo 27,IN-C1-P1-27,62
156,Inglés - Ciclo 1 - Grupo 28,IN-C1-P1-28,72
157,Inglés - Ciclo 1 - Grupo 29,IN-C1-P1-29,72
158,Inglés - Ciclo 1 - Grupo 30,IN-C1-P1-30,72
159,Inglés - Ciclo 1 - Grupo 31,IN-C1-P1-31,72
160,Inglés - Ciclo 1 - Grupo 32,IN-C1-P1-32,72
161,Inglés - Ciclo 1 - Grupo 33,IN-C1-P1-33,72
162,Inglés - Ciclo 1 - Grupo 34,IN-C1-P1-34,63
163,Inglés - Ciclo 1 - Grupo 35,IN-C1-P1-35,65
164,Inglés - Ciclo 1 - Grupo 36,IN-C1-P1-36,62
165,Inglés - Ciclo 1 - Grupo 37,IN-C1-P1-37,72
166,Inglés - Ciclo 1 - Grupo 38,IN-C1-P1-38,70
167,Inglés - Ciclo 1 - Grupo 39,IN-C1-P1-39,62
168,Inglés - Ciclo 1 - Grupo 40,IN-C1-P1-40,72
169,Inglés - Ciclo 1 - Grupo 41,IN-C1-P1-41,64
170,Inglés - Ciclo 1 - Grupo 42,IN-C1-P1-42,60
171,Inglés - Ciclo 1 - Grupo 43,IN-C1-P1-43,72
172,Inglés - Ciclo 1 - Grupo 44,IN-C1-P1-44,72
173,Inglés - Ciclo 1 - Grupo 45,IN-C1-P1-45,72
174,Inglés - Ciclo 1 - Grupo 46,IN-C1-P1-46,62
175,Inglés - Ciclo 1 - Grupo 47,IN-C1-P1-47,61
176,Inglés - Ciclo 1 - Grupo 48,IN-C1-P1-48,66
177,Inglés - Ciclo 1 - Grupo 49,IN-C1-P1-49,64
178,Inglés - Ciclo 1 - Grupo 50,IN-C1-P1-50,72
179,Inglés - Ciclo 1 - Grupo 51,IN-C1-P1-51,72
180,Inglés - Ciclo 1 - Grupo 52,IN-C1-P1-52,67
181,Inglés - Ciclo 1 - Grupo 53,IN-C1-P1-53,72
182,Inglés - Ciclo 1 - Grupo 54,IN-C1-P1-54,72
183,Inglés - Ciclo 1 - Grupo 55,IN-C1-P1-55,68
184,Inglés - Ciclo 1 - Grupo 56,IN-C1-P1-56,72
185,Inglés - Ciclo 1 - Grupo 57,IN-C1-P1-57,72
186,Inglés - Ciclo 1 - Grupo 58,IN-C1-P1-58,72
187,Inglés - Ciclo 1 - Grupo 59,IN-C1-P1-59,72
188,Inglés - Ciclo 1 - Grupo 60,IN-C1-P1-60,72
189,Inglés - Ciclo 1 - Grupo 61,IN-C1-P1-61,64
190,Inglés - Ciclo 1 - Grupo 62,IN-C1-P1-62,62
191,Inglés - Ciclo 1 - Grupo 63,IN-C1-P1-63,62
192,Inglés - Ciclo 1 - Grupo 64,IN-C1-P1-64,72
193,Inglés - Ciclo 1 - Grupo 65,IN-C1-P1-65,71
194,Inglés - Ciclo 1 - Grupo 66,IN-C1-P1-66,72
195,Inglés - Ciclo 1 - Grupo 67,IN-C1-P1-67,72
196,Inglés - Ciclo 1 - Grupo 68,IN-C1-P1-68,72
197,Inglés - Ciclo 1 - Grupo 69,IN-C1-P1-69,72
198,Inglés - Ciclo 1 - Grupo 70,IN-C1-P1-70,72
199,Inglés - Ciclo 1 - Grupo 71,IN-C1-P1-71,72
200,Inglés - Ciclo 1 - Grupo 72,IN-C1-P1-72,72
201,Inglés - Ciclo 1 - Grupo 73,IN-C1-P1-73,72
202,Inglés - Ciclo 1 - Grupo 74,IN-C1-P1-74,72
203,Inglés - Ciclo 1 - Grupo 75,IN-C1-P1-75,71
204,Inglés - Ciclo 1 - Grupo 76,IN-C1-P1-76,72
205,Inglés - Ciclo 1 - Grupo 77,IN-C1-P1-77,66
206,Inglés - Ciclo 1 - Grupo 78,IN-C1-P1-78,67
207,Fundamentos de Programación - Ciclo 1 - Grupo 1,FP-C1-P1-1,63
208,Fundamentos de Programación - Ciclo 1 - Grupo 2,FP-C1-P1-2,61
209,Fundamentos de Programación - Ciclo 1 - Grupo 3,FP-C1-P1-3,71
210,Fundamentos de Programación - Ciclo 1 - Grupo 4,FP-C1-P1-4,60
211,Fundamentos de Programación - Ciclo 1 - Grupo 5,FP-C1-P1-5,64
212,Fundamentos de Programación - Ciclo 1 - Grupo 6,FP-C1-P1-6,72
213,Fundamentos de Programación - Ciclo 1 - Grupo 7,FP-C1-P1-7,72
214,Fundamentos de Programación - Ciclo 1 - Grupo 8,FP-C1-P1-8,72
215,Fundamentos de Programación - Ciclo 1 - Grupo 9,FP-C1-P1-9,72
216,Fundamentos de Programación - Ciclo 1 - Grupo 10,FP-C1-P1-10,72
217,Fundamentos de Programación - Ciclo 1 - Grupo 11,FP-C1-P1-11,71
218,Fundamentos de Programación - Ciclo 1 - Grupo 12,FP-C1-P1-12,71
219,Fundamentos de Programación - Ciclo 1 - Grupo 13,FP-C1-P1-13,72
220,Fundamentos de Programación - Ciclo 1 - Grupo 14,FP-C1-P1-14,72
221,Fundamentos de Programación - Ciclo 1 - Grupo 15,FP-C1-P1-15,61
222,Fundamentos de Programación - Ciclo 1 - Grupo 16,FP-C1-P1-16,67
223,Fundamentos de Programación - Ciclo 1 - Grupo 17,FP-C1-P1-17,63
224,Fundamentos de Programación - Ciclo 1 - Grupo 18,FP-C1-P1-18,72
225,Fundamentos de Programación - Ciclo 1 - Grupo 19,FP-C1-P1-19,72
226,Fundamentos de Programación - Ciclo 1 - Grupo 20,FP-C1-P1-20,72
227,Fundamentos de Programación - Ciclo 1 - Grupo 21,FP-C1-P1-21,71
228,Fundamentos de Programación - Ciclo 1 - Grupo 22,FP-C1-P1-22,72
229,Fundamentos de Programación - Ciclo 1 - Grupo 23,FP-C1-P1-23,72
230,Fundamentos de Programación - Ciclo 1 - Grupo 24,FP-C1-P1-24,72
231,Fundamentos de Programación - Ciclo 1 - Grupo 25,FP-C1-P1-25,71
232,Fundamentos de Programación - Ciclo 1 - Grupo 26,FP-C1-P1-26,72
233,Fundamentos de Programación - Ciclo 1 - Grupo 27,FP-C1-P1-27,72
234,Fundamentos de Programación - Ciclo 1 - Grupo 28,FP-C1-P1-28,72
235,Fundamentos de Programación - Ciclo 1 - Grupo 29,FP-C1-P1-29,60
236,Fundamentos de Programación - Ciclo 1 - Grupo 30,FP-C1-P1-30,60
237,Fundamentos de Programación - Ciclo 1 - Grupo 31,FP-C1-P1-31,59
238,Fundamentos de Programación - Ciclo 1 - Grupo 32,FP-C1-P1-32,72
239,Fundamentos de Programación - Ciclo 1 - Grupo 33,FP-C1-P1-33,67
240,Fundamentos de Programación - Ciclo 1 - Grupo 34,FP-C1-P1-34,60
241,Fundamentos de Programación - Ciclo 1 - Grupo 35,FP-C1-P1-35,72
242,Fundamentos de Programación - Ciclo 1 - Grupo 36,FP-C1-P1-36,72
243,Fundamentos de Programación - Ciclo 1 - Grupo 37,FP-C1-P1-37,60
244,Fundamentos de Programación - Ciclo 1 - Grupo 38,FP-C1-P1-38,72
245,Fundamentos de Programación - Ciclo 1 - Grupo 39,FP-C1-P1-39,74
246,Fundamentos de Programación - Ciclo 1 - Grupo 40,FP-C1-P1-40,73
247,Fundamentos de Programación - Ciclo 1 - Grupo 41,FP-C1-P1-41,72
248,Fundamentos de Programación - Ciclo 1 - Grupo 42,FP-C1-P1-42,72
249,Fundamentos de Programación - Ciclo 1 - Grupo 43,FP-C1-P1-43,71
250,Fundamentos de Programación - Ciclo 1 - Grupo 44,FP-C1-P1-44,72
251,Fundamentos de Programación - Ciclo 1 - Grupo 45,FP-C1-P1-45,72
252,Fundamentos de Programación - Ciclo 1 - Grupo 46,FP-C1-P1-46,61
253,Fundamentos de Programación - Ciclo 1 - Grupo 47,FP-C1-P1-47,61
254,Fundamentos de Programación - Ciclo 1 - Grupo 48,FP-C1-P1-48,58
255,Fundamentos de Programación - Ciclo 1 - Grupo 49,FP-C1-P1-49,71
256,Fundamentos de Programación - Ciclo 1 - Grupo 50,FP-C1-P1-50,72
257,Fundamentos de Programación - Ciclo 1 - Grupo 51,FP-C1-P1-51,72
258,Fundamentos de Programación - Ciclo 1 - Grupo 52,FP-C1-P1-52,71
259,Fundamentos de Programación - Ciclo 1 - Grupo 53,FP-C1-P1-53,72
260,Fundamentos de Programación - Ciclo 1 - Grupo 54,FP-C1-P1-54,59
261,Fundamentos de Programación - Ciclo 1 - Grupo 55,FP-C1-P1-55,72
262,Fundamentos de Programación - Ciclo 1 - Grupo 56,FP-C1-P1-56,64
263,Fundamentos de Programación - Ciclo 1 - Grupo 57,FP-C1-P1-57,58
264,Fundamentos de Programación - Ciclo 1 - Grupo 58,FP-C1-P1-58,71
265,Fundamentos de Programación - Ciclo 1 - Grupo 59,FP-C1-P1-59,72
266,Fundamentos de Programación - Ciclo 1 - Grupo 60,FP-C1-P1-60,72
267,Fundamentos de Programación - Ciclo 1 - Grupo 61,FP-C1-P1-61,71
268,Fundamentos de Programación - Ciclo 1 - Grupo 62,FP-C1-P1-62,71
269,Fundamentos de Programación - Ciclo 1 - Grupo 63,FP-C1-P1-63,72
270,Fundamentos de Programación - Ciclo 1 - Grupo 64,FP-C1-P1-64,72
271,Fundamentos de Programación - Ciclo 1 - Grupo 65,FP-C1-P1-65,72
272,Fundamentos de Programación - Ciclo 1 - Grupo 66,FP-C1-P1-66,72
273,Fundamentos de Programación - Ciclo 1 - Grupo 67,FP-C1-P1-67,65
274,Fundamentos de Programación - Ciclo 1 - Grupo 68,FP-C1-P1-68,72
275,Fundamentos de Programación - Ciclo 1 - Grupo 69,FP-C1-P1-69,64
276,Fundamentos de Programación - Ciclo 1 - Grupo 70,FP-C1-P1-70,72
277,Fundamentos de Programación - Ciclo 1 - Grupo 71,FP-C1-P1-71,72
278,Fundamentos de Programación - Ciclo 1 - Grupo 72,FP-C1-P1-72,60
279,Fundamentos de Programación - Ciclo 1 - Grupo 73,FP-C1-P1-73,61
280,Fundamentos de Programación - Ciclo 1 - Grupo 74,FP-C1-P1-74,62
281,Fundamentos de Programación - Ciclo 1 - Grupo 75,FP-C1-P1-75,72
282,Fundamentos de Programación - Ciclo 1 - Grupo 76,FP-C1-P1-76,72
283,Fundamentos de Programación - Ciclo 1 - Grupo 77,FP-C1-P1-77,71
284,Fundamentos de Programación - Ciclo 1 - Grupo 78,FP-C1-P1-78,72
285,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 1,CO-C1-P1-1,72
286,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 2,CO-C1-P1-2,72
287,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 3,CO-C1-P1-3,72
288,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 4,CO-C1-P1-4,72
289,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 5,CO-C1-P1-5,72
290,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 6,CO-C1-P1-6,71
291,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 7,CO-C1-P1-7,72
292,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 8,CO-C1-P1-8,68
293,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 9,CO-C1-P1-9,72
294,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 10,CO-C1-P1-10,69
295,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 11,CO-C1-P1-11,72
296,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 12,CO-C1-P1-12,71
297,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 13,CO-C1-P1-13,72
298,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 14,CO-C1-P1-14,69
299,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 15,CO-C1-P1-15,69
300,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 16,CO-C1-P1-16,71
301,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 17,CO-C1-P1-17,72
302,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 18,CO-C1-P1-18,72
303,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 19,CO-C1-P1-19,72
304,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 20,CO-C1-P1-20,68
305,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 21,CO-C1-P1-21,68
306,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 22,CO-C1-P1-22,71
307,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 23,CO-C1-P1-23,72
308,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 24,CO-C1-P1-24,72
309,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 25,CO-C1-P1-25,72
310,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 26,CO-C1-P1-26,71
311,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 27,CO-C1-P1-27,72
312,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 28,CO-C1-P1-28,72
313,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 29,CO-C1-P1-29,69
314,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 30,CO-C1-P1-30,72
315,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 31,CO-C1-P1-31,72
316,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 32,CO-C1-P1-32,72
317,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 33,CO-C1-P1-33,72
318,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 34,CO-C1-P1-34,72
319,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 35,CO-C1-P1-35,68
320,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 36,CO-C1-P1-36,68
321,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 37,CO-C1-P1-37,72
322,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 38,CO-C1-P1-38,73
323,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 39,CO-C1-P1-39,72
324,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 40,CO-C1-P1-40,71
325,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 41,CO-C1-P1-41,68
326,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 42,CO-C1-P1-42,68
327,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 43,CO-C1-P1-43,72
328,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 44,CO-C1-P1-44,72
329,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 45,CO-C1-P1-45,72
330,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 46,CO-C1-P1-46,72
331,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 47,CO-C1-P1-47,67
332,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 48,CO-C1-P1-48,69
333,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 49,CO-C1-P1-49,72
334,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 50,CO-C1-P1-50,72
335,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 51,CO-C1-P1-51,72
336,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 52,CO-C1-P1-52,72
337,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 53,CO-C1-P1-53,72
338,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 54,CO-C1-P1-54,72
339,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 55,CO-C1-P1-55,69
340,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 56,CO-C1-P1-56,69
341,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 57,CO-C1-P1-57,71
342,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 58,CO-C1-P1-58,72
343,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 59,CO-C1-P1-59,72
344,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 60,CO-C1-P1-60,72
345,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 61,CO-C1-P1-61,68
346,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 62,CO-C1-P1-62,72
347,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 63,CO-C1-P1-63,72
348,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 64,CO-C1-P1-64,72
349,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 65,CO-C1-P1-65,72
350,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 66,CO-C1-P1-66,72
351,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 67,CO-C1-P1-67,68
352,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 68,CO-C1-P1-68,72
353,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 69,CO-C1-P1-69,72
354,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 70,CO-C1-P1-70,72
355,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 71,CO-C1-P1-71,72
356,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 72,CO-C1-P1-72,72
357,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 73,CO-C1-P1-73,69
358,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 74,CO-C1-P1-74,71
359,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 75,CO-C1-P1-75,72
360,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 76,CO-C1-P1-76,72
361,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 77,CO-C1-P1-77,72
362,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 78,CO-C1-P1-78,72
363,Programación Básica - Ciclo 2 - Grupo 1,PB-C2-P1-1,54
364,Habilidades Personales e Inserción Laboral - Ciclo 2 - Grupo 60,CO-C2-P1-60,54
365,Inglés - Ciclo 2 - Grupo 1,IN-C2-P1-1,54
366,Desarrollo de Software - Ciclo3 - Grupo 1,DS-C3-P1-1,4
367,Habilidades Personales e Inserción Laboral - Ciclo 3 - Grupo 34,CO-C3-P1-34,4
368,Inglés - Ciclo 3 - Grupo 1,IN-C3-P1-1,4
369,Fundamentos de Programación - Ciclo 1 - Aula Base Tutores,FP-C1-P1-ABT,18
370,Curso de Peuebas,CP,2
372,Desarrollo de Software - Ciclo 3 - Aula Base Tutores,DS-C3-P1-ABT,1
373,Aula de tutorías - 1 - Ciclo 1,AT-C1-P1-1,378
374,Aula de tutorías - 2 - Ciclo 1,AT-C1-P1-2,420
375,Aula de tutorías - 3 - Ciclo 1,AT-C1-P1-3,396
376,Aula de tutorías - 4 - Ciclo 1,AT-C1-P1-4,420
377,Aula de tutorías - 5 - Ciclo 1,AT-C1-P1-5,396
378,Aula de tutorías - 6 - Ciclo 1,AT-C1-P1-6,392
379,Aula de tutorías - 7 - Ciclo 1,AT-C1-P1-7,408
380,Aula de tutorías - 8 - Ciclo 1,AT-C1-P1-8,384
381,Aula de tutorías - 9 - Ciclo 1,AT-C1-P1-9,406
382,Aula de tutorías - 10 - Ciclo 1,AT-C1-P1-10,398
383,Aula de tutorías - 11 - Ciclo 1,AT-C1-P1-11,419
384,Aula de tutorías - 12 - Ciclo 1,AT-C1-P1-12,394
385,Aula de tutorías - 13 - Ciclo 1,AT-C1-P1-13,401
386,Aula de tutorías  General - 1 - Ciclo 1,ATG-C1-P1-1,2729
387,Aula de tutorías  General - 2 - Ciclo 1,ATG-C1-P1-2,2648
388,Aula de tutorías - 1 - Ciclo 2,AT-C2-P1-1,54
389,Aula de tutorías - 1 - Ciclo 3,AT-C3-P1-1,4
390,Inglés - Ciclo 1 - Grupo 79,IN-C1-P1-79,29
391,Inglés - Ciclo 1 - Grupo 80,IN-C1-P1-80,40
392,Inglés - Ciclo 1 - Grupo 81,IN-C1-P1-81,25
393,Inglés - Ciclo 1 - Grupo 82,IN-C1-P1-82,25
394,Inglés - Ciclo 1 - Grupo 83,IN-C1-P1-83,31
395,Fundamentos de Programación - Ciclo 1 - Grupo 79,FP-C1-P1-79,34
396,Fundamentos de Programación - Ciclo 1 - Grupo 80,FP-C1-P1-80,68
397,Fundamentos de Programación - Ciclo 1 - Grupo 81,FP-C1-P1-81,37
398,Fundamentos de Programación - Ciclo 1 - Grupo 82,FP-C1-P1-82,35
399,Fundamentos de Programación - Ciclo 1 - Grupo 83,FP-C1-P1-83,32
400,Aula de tutorías - 14 - Ciclo 1,AT-C1-P1-14,194
401,Aula Base Orientadores Psicosociales Grupales,AB-OPG-2022,4
402,Aula Base Orientadores Psicosociales Grupales,AB-OPG-C2-2022,4
403, Aula Base Orientadores Psicosociales Grupales,AB-OPG-C3-2022,4
404,Orientación Psicosocial Grupal - Ciclo 1 - Grupo (1  - 109 y 546),OPG-C1-P1-1,1097
405,Orientación Psicosocial Grupal - Ciclo 1 - Grupo (110 - 218 y 547),OPG-C1-P1-2,1099
406,Orientación Psicosocial Grupal - Ciclo 1 - Grupo (219 - 327),OPG-C1-P1-3,1089
407,Orientación Psicosocial Grupal - Ciclo 1 - Grupo (328 - 436 y 548),OPG-C1-P1-4,1033
408,Orientación Psicosocial Grupal - Ciclo 1 - Grupo (438 - 545 y 549),OPG-C1-P1-5,1070
409,Orientación Psicosocial Grupal - Ciclo 2 - Grupo (329  - 334),OPG-C2-P1-1,54
410,Orientación Psicosocial Grupal - Ciclo 3 - Grupo 437,OPG-C3-P1-1,4
411,Aula Base Orientadores Psicosociales Grupales,AB-OPG-C4-2022,5
412,Fundamentos de Programación - Ciclo 1 - Grupo 84,FP-C1-P1A-84,39
413,Inglés - Ciclo 1 - Grupo 84,IN-C1-P1A-84,39
414,Habilidades Personales e Inserción Laboral - Ciclo 1 - Grupo 61A,CO-C1-P1A-61,39
415,Aula de tutorías - 15 - Ciclo 1,AT-C1-P1A-15,38
416,Aula Especializada de Refuerzo,FP-C1-P1R-1,590
417,Aula Especializada de Refuerzo,FP-C1-P1R-2,669
418,Aula Especializada de Refuerzo,FP-C1-P1R-3,426
419,Aula Especializada de Refuerzo en Inglés,IN-C1-P1R-1,626
571,Aula General de Refuerzos,GAR-C1-P1R,5420
572,Inglés - Ciclo 2 - P2 - Grupo 1,IN-C2-P2-1,72
573,Programación Básica - Ciclo 2 - P2 - Grupo 1,PB-C2-P2-1,74
574,Coach - Ciclo 2 - P2 - Grupo 1,CO-C2-P2-1,70
575,Coach - Ciclo 2 - P2 - Grupo 2,CO-C2-P2-2,72
576,Inglés - Ciclo 2 - P2 - Grupo 2,IN-C2-P2-2,72
577,Inglés - Ciclo 2 - P2 - Grupo 3,IN-C2-P2-3,71
578,Inglés - Ciclo 2 - P2 - Grupo 4,IN-C2-P2-4,72
579,Inglés - Ciclo 2 - P2 - Grupo 5,IN-C2-P2-5,60
580,Inglés - Ciclo 2 - P2 - Grupo 6,IN-C2-P2-6,63
581,Inglés - Ciclo 2 - P2 - Grupo 7,IN-C2-P2-7,66
582,Inglés - Ciclo 2 - P2 - Grupo 8,IN-C2-P2-8,68
583,Inglés - Ciclo 2 - P2 - Grupo 9,IN-C2-P2-9,61
584,Inglés - Ciclo 2 - P2 - Grupo 10,IN-C2-P2-10,72
585,Inglés - Ciclo 2 - P2 - Grupo 11,IN-C2-P2-11,60
586,Inglés - Ciclo 2 - P2 - Grupo 12,IN-C2-P2-12,71
587,Inglés - Ciclo 2 - P2 - Grupo 13,IN-C2-P2-13,70
588,Inglés - Ciclo 2 - P2 - Grupo 14,IN-C2-P2-14,68
589,Inglés - Ciclo 2 - P2 - Grupo 15,IN-C2-P2-15,72
590,Inglés - Ciclo 2 - P2 - Grupo 16,IN-C2-P2-16,70
